NOC,Sport,Medal_Increase_With_Coach
NOR,Archery,11.792370772389246
NOR,Athletics,9.82560281765463
NOR,Canoeing,10.481192135899501
NOR,Cycling,9.82560281765463
NOR,Fencing,10.262662363151211
NOR,Rowing,8.951483726661468
NOR,Sailing,10.699721908647792
NOR,Shooting,10.699721908647792
NOR,Swimming,9.60707304490634
NOR,Weightlifting,11.573840999640955
NOR,Wrestling,11.136781454144375
NZL,Athletics,8.951483726661468
NZL,Boxing,11.573840999640955
NZL,Canoeing,10.699721908647792
NZL,Cycling,11.136781454144375
NZL,Diving,11.792370772389246
NZL,Equestrianism,11.792370772389246
NZL,Hockey,8.951483726661468
NZL,Rowing,8.077364635668305
NZL,Sailing,10.262662363151211
NZL,Shooting,11.136781454144375
NZL,Swimming,7.421775317423432
NZL,Weightlifting,11.355311226892665
NZL,Wrestling,11.573840999640955
PAK,Athletics,11.573840999640955
PAK,Boxing,11.573840999640955
PAK,Hockey,8.514424181164886
PAK,Weightlifting,11.573840999640955
PAK,Wrestling,11.573840999640955
PAN,Athletics,11.573840999640955
PAN,Judo,11.792370772389246
PAN,Swimming,10.481192135899501
PAN,Weightlifting,11.573840999640955
PAN,Wrestling,11.792370772389246
PAR,Athletics,11.792370772389246
PAR,Fencing,11.792370772389246
PAR,Shooting,11.792370772389246
PAR,Swimming,11.355311226892665
PER,Athletics,11.573840999640955
PER,Volleyball,9.38854327215805
PHI,Athletics,11.792370772389246
PHI,Boxing,11.355311226892665
PHI,Sailing,11.355311226892665
PHI,Shooting,11.573840999640955
PHI,Swimming,9.60707304490634
PHI,Weightlifting,11.573840999640955
PNG,Athletics,10.699721908647792
PNG,Boxing,11.573840999640957
PNG,Shooting,11.792370772389246
POL,Archery,11.136781454144375
POL,Athletics,3.051179862457621
POL,Boxing,9.60707304490634
POL,Canoeing,8.077364635668305
POL,Cycling,8.732953953913176
POL,Fencing,5.455007362688817
POL,Football,8.295894408416595
POL,Gymnastics,1.5214714532195863
POL,Handball,8.951483726661468
POL,Judo,10.699721908647792
POL,Modern Pentathlon,10.699721908647792
POL,Rowing,7.203245544675142
POL,Sailing,11.792370772389246
POL,Shooting,9.38854327215805
POL,Swimming,10.699721908647792
POL,Volleyball,9.38854327215805
POL,Weightlifting,10.04413259040292
POL,Wrestling,8.951483726661468
POR,Athletics,10.262662363151211
POR,Judo,11.573840999640955
POR,Sailing,11.573840999640955
POR,Shooting,11.792370772389246
POR,Swimming,7.640305090171724
POR,Wrestling,11.355311226892665
PRK,Archery,11.573840999640955
PRK,Athletics,11.355311226892665
PRK,Boxing,11.355311226892665
PRK,Football,8.732953953913178
PRK,Judo,11.136781454144375
PRK,Shooting,10.481192135899501
PRK,Weightlifting,11.355311226892665
PRK,Wrestling,11.355311226892665
PUR,Archery,11.573840999640955
PUR,Athletics,8.514424181164886
PUR,Basketball,9.38854327215805
PUR,Boxing,9.82560281765463
PUR,Equestrianism,11.792370772389246
PUR,Fencing,11.136781454144375
PUR,Judo,10.699721908647792
PUR,Sailing,10.04413259040292
PUR,Shooting,10.04413259040292
PUR,Swimming,4.143828726199073
PUR,Weightlifting,11.573840999640955
PUR,Wrestling,10.918251681396082
ROU,Athletics,8.077364635668305
ROU,Boxing,9.60707304490634
ROU,Canoeing,7.858834862920015
ROU,Fencing,5.455007362688817
ROU,Handball,5.892066908185399
ROU,Rowing,6.32912645368198
ROU,Shooting,10.262662363151211
ROU,Water Polo,9.60707304490634
ROU,Weightlifting,11.792370772389246
ROU,Wrestling,7.858834862920015
SEN,Athletics,8.514424181164886
SEN,Boxing,11.792370772389246
SEN,Judo,10.699721908647792
SEN,Wrestling,9.82560281765463
SGP,Athletics,11.792370772389246
SGP,Judo,11.792370772389246
SGP,Shooting,11.792370772389246
SGP,Weightlifting,11.792370772389246
SMR,Athletics,11.573840999640957
SMR,Cycling,11.792370772389246
SMR,Shooting,10.481192135899501
SUI,Athletics,10.262662363151211
SUI,Cycling,10.699721908647792
SUI,Equestrianism,10.481192135899501
SUI,Fencing,10.04413259040292
SUI,Gymnastics,1.5214714532195863
SUI,Judo,11.573840999640955
SUI,Modern Pentathlon,11.792370772389246
SUI,Rowing,11.136781454144375
SUI,Sailing,10.699721908647792
SUI,Shooting,10.918251681396082
SUI,Swimming,11.136781454144375
SUI,Weightlifting,11.792370772389246
SUR,Athletics,11.355311226892665
SUR,Judo,11.792370772389246
SWE,Archery,11.136781454144375
SWE,Athletics,7.640305090171724
SWE,Boxing,11.355311226892665
SWE,Canoeing,8.514424181164886
SWE,Cycling,10.262662363151211
SWE,Diving,10.918251681396082
SWE,Equestrianism,11.792370772389246
SWE,Fencing,9.82560281765463
SWE,Judo,11.573840999640955
SWE,Modern Pentathlon,10.699721908647792
SWE,Rowing,11.355311226892665
SWE,Sailing,9.170013499409759
SWE,Shooting,9.170013499409759
SWE,Swimming,2.395590544212748
SWE,Weightlifting,10.918251681396082
SWE,Wrestling,9.82560281765463
TCH,Athletics,8.951483726661468
TCH,Basketball,6.766185999178561
TCH,Canoeing,8.732953953913176
TCH,Cycling,8.732953953913176
TCH,Diving,11.792370772389246
TCH,Fencing,11.136781454144375
TCH,Handball,8.951483726661468
TCH,Judo,11.573840999640955
TCH,Modern Pentathlon,10.699721908647792
TCH,Rowing,4.580888271695655
TCH,Shooting,9.82560281765463
TCH,Swimming,11.136781454144375
TCH,Volleyball,9.38854327215805
TCH,Weightlifting,10.481192135899501
TCH,Wrestling,10.918251681396082
THA,Archery,11.355311226892665
THA,Athletics,10.699721908647792
THA,Boxing,10.918251681396082
THA,Cycling,9.82560281765463
THA,Diving,11.792370772389246
THA,Fencing,8.732953953913178
THA,Judo,11.792370772389246
THA,Sailing,11.573840999640955
THA,Shooting,9.38854327215805
THA,Swimming,10.699721908647792
THA,Weightlifting,11.792370772389246
TTO,Athletics,8.295894408416595
TTO,Cycling,11.573840999640955
TTO,Shooting,11.792370772389246
TUN,Boxing,11.792370772389246
TUN,Handball,9.38854327215805
TUN,Swimming,11.355311226892665
TUR,Athletics,11.573840999640955
TUR,Boxing,11.355311226892665
TUR,Cycling,11.573840999640955
TUR,Diving,11.573840999640957
TUR,Judo,11.355311226892665
TUR,Shooting,11.355311226892665
TUR,Weightlifting,11.573840999640955
TUR,Wrestling,9.60707304490634
URS,Archery,11.355311226892665
URS,Basketball,6.766185999178561
URS,Boxing,9.60707304490634
URS,Canoeing,7.858834862920015
URS,Cycling,8.732953953913176
URS,Diving,9.38854327215805
URS,Equestrianism,8.951483726661468
URS,Fencing,5.236477589940527
URS,Football,8.732953953913176
URS,Handball,5.892066908185399
URS,Judo,10.699721908647792
URS,Modern Pentathlon,10.699721908647792
URS,Sailing,9.38854327215805
URS,Shooting,8.951483726661468
URS,Volleyball,6.766185999178561
URS,Water Polo,9.60707304490634
URS,Weightlifting,10.04413259040292
URS,Wrestling,7.640305090171724
URU,Athletics,11.792370772389246
URU,Boxing,11.792370772389246
URU,Cycling,9.82560281765463
URU,Rowing,11.792370772389246
URU,Swimming,11.573840999640955
USA,Archery,11.136781454144375
USA,Basketball,6.766185999178561
USA,Boxing,9.60707304490634
USA,Canoeing,7.858834862920015
USA,Cycling,8.732953953913176
USA,Diving,9.38854327215805
USA,Equestrianism,7.421775317423432
USA,Fencing,5.236477589940527
USA,Handball,8.951483726661468
USA,Judo,10.699721908647792
USA,Modern Pentathlon,10.699721908647792
USA,Rowing,0.2102928167298419
USA,Sailing,9.38854327215805
USA,Shooting,8.951483726661468
USA,Weightlifting,10.04413259040292
USA,Wrestling,7.640305090171724
VEN,Athletics,11.792370772389246
VEN,Boxing,9.82560281765463
VEN,Cycling,10.262662363151211
VEN,Diving,11.792370772389246
VEN,Judo,11.573840999640955
VEN,Swimming,4.580888271695655
YUG,Archery,11.792370772389246
YUG,Athletics,9.170013499409759
YUG,Basketball,9.38854327215805
YUG,Boxing,10.481192135899501
YUG,Canoeing,11.573840999640955
YUG,Cycling,11.355311226892665
YUG,Handball,8.951483726661468
YUG,Judo,10.918251681396082
YUG,Rowing,10.481192135899501
YUG,Sailing,11.792370772389246
YUG,Shooting,10.918251681396082
YUG,Swimming,10.262662363151211
YUG,Water Polo,9.60707304490634
YUG,Wrestling,10.699721908647792
AFG,Boxing,11.355311226892665
AFG,Wrestling,10.262662363151211
ALG,Athletics,9.170013499409759
ALG,Boxing,11.573840999640955
ALG,Fencing,11.792370772389246
ALG,Football,8.951483726661468
ALG,Handball,8.951483726661468
ALG,Judo,11.355311226892665
ALG,Swimming,9.82560281765463
ALG,Weightlifting,11.355311226892665
ALG,Wrestling,11.355311226892665
AND,Shooting,11.573840999640955
ANG,Athletics,11.355311226892665
ANG,Boxing,11.355311226892665
ANG,Swimming,9.60707304490634
AUS,Archery,11.355311226892665
AUS,Athletics,6.54765622643027
AUS,Basketball,9.38854327215805
AUS,Boxing,11.573840999640955
AUS,Canoeing,10.262662363151211
AUS,Cycling,8.732953953913176
AUS,Diving,10.699721908647792
AUS,Fencing,11.136781454144375
AUS,Gymnastics,8.295894408416595
AUS,Judo,11.355311226892665
AUS,Modern Pentathlon,11.792370772389246
AUS,Rowing,8.514424181164886
AUS,Shooting,11.573840999640955
AUS,Water Polo,9.60707304490634
AUS,Weightlifting,10.918251681396082
AUS,Wrestling,11.355311226892665
AUT,Archery,11.792370772389246
AUT,Athletics,9.60707304490634
AUT,Boxing,11.792370772389246
AUT,Canoeing,10.262662363151211
AUT,Cycling,10.262662363151211
AUT,Diving,10.918251681396082
AUT,Equestrianism,11.792370772389246
AUT,Hockey,8.951483726661468
AUT,Judo,10.918251681396082
AUT,Modern Pentathlon,11.573840999640955
AUT,Rowing,10.481192135899501
AUT,Sailing,10.918251681396082
AUT,Shooting,10.04413259040292
AUT,Swimming,10.481192135899501
AUT,Weightlifting,11.355311226892665
AUT,Wrestling,10.918251681396082
BEL,Archery,11.573840999640955
BEL,Athletics,6.54765622643027
BEL,Canoeing,10.481192135899501
BEL,Cycling,8.951483726661468
BEL,Fencing,10.918251681396082
BEL,Judo,11.573840999640955
BEL,Shooting,11.355311226892665
BEL,Swimming,7.640305090171724
BEL,Weightlifting,11.355311226892665
BEL,Wrestling,11.355311226892665
BEN,Athletics,9.82560281765463
BEN,Boxing,10.481192135899501
BOT,Athletics,10.262662363151211
BRA,Archery,11.573840999640957
BRA,Athletics,7.640305090171724
BRA,Basketball,9.60707304490634
BRA,Boxing,11.136781454144375
BRA,Cycling,9.82560281765463
BRA,Diving,11.573840999640955
BRA,Gymnastics,9.38854327215805
BRA,Judo,10.262662363151211
BRA,Rowing,9.82560281765463
BRA,Sailing,9.38854327215805
BRA,Shooting,10.918251681396082
BRA,Swimming,6.11059668093369
BRA,Volleyball,6.766185999178561
BRA,Weightlifting,11.573840999640955
BUL,Archery,11.573840999640957
BUL,Basketball,9.38854327215805
BUL,Boxing,9.60707304490634
BUL,Canoeing,9.170013499409759
BUL,Cycling,10.04413259040292
BUL,Diving,11.355311226892665
BUL,Equestrianism,7.421775317423432
BUL,Fencing,10.262662363151211
BUL,Judo,10.918251681396082
BUL,Modern Pentathlon,10.699721908647792
BUL,Rowing,0.6473523622264228
BUL,Sailing,10.918251681396082
BUL,Shooting,9.38854327215805
BUL,Swimming,5.673537135437107
BUL,Volleyball,7.203245544675142
BUL,Water Polo,9.60707304490634
BUL,Weightlifting,9.82560281765463
BUL,Wrestling,7.640305090171724
CGO,Athletics,10.262662363151211
CGO,Boxing,11.355311226892665
CGO,Handball,8.951483726661468
CMR,Athletics,10.699721908647792
CMR,Boxing,11.136781454144375
CMR,Cycling,10.262662363151211
CMR,Judo,10.918251681396082
CMR,Wrestling,10.699721908647792
COL,Athletics,10.481192135899501
COL,Football,8.295894408416595
COL,Swimming,11.136781454144375
CRC,Archery,11.573840999640955
CRC,Football,8.514424181164886
CRC,Judo,11.355311226892665
CRC,Shooting,10.262662363151211
CRC,Swimming,10.262662363151211
CUB,Athletics,6.766185999178561
CUB,Basketball,6.766185999178561
CUB,Boxing,9.60707304490634
CUB,Canoeing,10.699721908647792
CUB,Cycling,11.355311226892665
CUB,Diving,11.573840999640955
CUB,Fencing,5.673537135437107
CUB,Football,8.514424181164886
CUB,Gymnastics,1.5214714532195863
CUB,Handball,9.170013499409759
CUB,Hockey,8.514424181164886
CUB,Judo,10.699721908647792
CUB,Rowing,6.32912645368198
CUB,Sailing,11.355311226892665
CUB,Shooting,10.481192135899501
CUB,Volleyball,6.984715771926853
CUB,Water Polo,9.60707304490634
CUB,Weightlifting,10.04413259040292
CUB,Wrestling,9.60707304490634
CYP,Judo,10.918251681396082
CYP,Sailing,10.918251681396082
CYP,Swimming,10.918251681396082
DEN,Athletics,11.573840999640955
DEN,Boxing,11.355311226892665
DEN,Canoeing,11.792370772389246
DEN,Cycling,9.60707304490634
DEN,Diving,11.792370772389246
DEN,Fencing,11.792370772389246
DEN,Handball,8.951483726661468
DEN,Rowing,10.481192135899501
DEN,Sailing,9.82560281765463
DEN,Shooting,10.918251681396082
DEN,Swimming,11.573840999640955
DEN,Weightlifting,11.792370772389246
DEN,Wrestling,11.573840999640955
DOM,Athletics,11.355311226892665
DOM,Boxing,11.792370772389246
DOM,Diving,11.573840999640957
DOM,Weightlifting,11.792370772389246
ECU,Athletics,11.792370772389246
ECU,Boxing,11.355311226892665
ECU,Cycling,10.699721908647792
ECU,Judo,11.573840999640955
ECU,Swimming,11.136781454144375
ESP,Archery,11.573840999640955
ESP,Athletics,6.54765622643027
ESP,Basketball,9.38854327215805
ESP,Canoeing,10.04413259040292
ESP,Diving,11.355311226892665
ESP,Fencing,11.136781454144375
ESP,Football,8.514424181164886
ESP,Gymnastics,4.143828726199073
ESP,Handball,9.170013499409759
ESP,Hockey,8.514424181164886
ESP,Judo,11.573840999640955
ESP,Modern Pentathlon,10.699721908647792
ESP,Rowing,9.170013499409759
ESP,Sailing,10.481192135899501
ESP,Shooting,10.262662363151211
ESP,Swimming,6.32912645368198
ESP,Water Polo,9.60707304490634
ESP,Wrestling,11.573840999640955
ETH,Athletics,5.017947817192236
ETH,Boxing,10.262662363151211
ETH,Cycling,10.262662363151211
FIN,Archery,11.136781454144375
FIN,Athletics,5.455007362688817
FIN,Boxing,10.918251681396082
FIN,Canoeing,10.481192135899501
FIN,Cycling,10.04413259040292
FIN,Equestrianism,11.573840999640955
FIN,Fencing,10.262662363151211
FIN,Football,8.514424181164886
FIN,Judo,11.355311226892665
FIN,Modern Pentathlon,10.699721908647792
FIN,Rowing,11.792370772389246
FIN,Sailing,10.481192135899501
FIN,Shooting,9.82560281765463
FIN,Swimming,11.573840999640955
FIN,Weightlifting,10.481192135899501
FIN,Wrestling,10.262662363151211
FRA,Athletics,3.2697096352059107
FRA,Boxing,11.573840999640955
FRA,Canoeing,9.170013499409759
FRA,Cycling,9.60707304490634
FRA,Diving,11.792370772389246
FRA,Fencing,6.54765622643027
FRA,Gymnastics,1.5214714532195863
FRA,Judo,10.262662363151211
FRA,Modern Pentathlon,10.699721908647792
FRA,Rowing,8.295894408416595
FRA,Swimming,7.203245544675142
FRA,Weightlifting,11.136781454144375
FRA,Wrestling,11.355311226892665
GBR,Archery,11.136781454144375
GBR,Boxing,10.04413259040292
GBR,Canoeing,8.732953953913176
GBR,Cycling,8.732953953913176
GBR,Diving,10.481192135899501
GBR,Fencing,6.984715771926853
GBR,Gymnastics,4.143828726199073
GBR,Judo,10.262662363151211
GBR,Modern Pentathlon,10.699721908647792
GBR,Rowing,2.6141203169610385
GBR,Weightlifting,9.82560281765463
GBR,Wrestling,10.699721908647792
GER,Boxing,9.82560281765463
GER,Canoeing,8.295894408416595
GER,Cycling,8.732953953913176
GER,Diving,9.38854327215805
GER,Fencing,6.766185999178561
GER,Football,8.295894408416595
GER,Handball,5.892066908185399
GER,Judo,10.481192135899501
GER,Sailing,9.170013499409759
GER,Shooting,8.951483726661468
GER,Volleyball,9.38854327215805
GER,Weightlifting,10.04413259040292
GER,Wrestling,10.04413259040292
GRE,Athletics,10.262662363151211
GRE,Rowing,11.355311226892665
GRE,Sailing,11.136781454144375
GRE,Shooting,11.355311226892665
GRE,Swimming,10.699721908647792
GRE,Water Polo,9.60707304490634
GRE,Weightlifting,10.918251681396082
GRE,Wrestling,10.918251681396082
GUA,Equestrianism,11.792370772389246
GUA,Rowing,11.573840999640957
GUA,Sailing,11.792370772389246
GUA,Shooting,10.918251681396082
GUA,Weightlifting,11.792370772389246
GUI,Athletics,11.136781454144375
GUI,Boxing,11.355311226892665
GUI,Judo,11.355311226892665
GUY,Athletics,11.136781454144375
GUY,Boxing,11.136781454144375
GUY,Cycling,11.573840999640955
HUN,Archery,11.136781454144375
HUN,Athletics,4.143828726199073
HUN,Basketball,9.38854327215805
HUN,Boxing,10.04413259040292
HUN,Canoeing,7.858834862920015
HUN,Cycling,9.170013499409759
HUN,Diving,11.136781454144375
HUN,Equestrianism,8.951483726661468
HUN,Fencing,5.017947817192236
HUN,Handball,5.892066908185399
HUN,Judo,10.262662363151211
HUN,Modern Pentathlon,10.699721908647792
HUN,Rowing,7.640305090171724
HUN,Sailing,10.481192135899501
HUN,Shooting,8.951483726661468
HUN,Swimming,5.455007362688817
HUN,Volleyball,9.38854327215805
HUN,Water Polo,9.60707304490634
HUN,Weightlifting,9.82560281765463
HUN,Wrestling,7.858834862920015
IND,Athletics,9.170013499409759
IND,Basketball,9.38854327215805
IND,Boxing,11.355311226892665
IND,Equestrianism,10.262662363151211
IND,Hockey,5.455007362688817
IND,Shooting,11.136781454144375
IND,Weightlifting,11.573840999640955
IND,Wrestling,10.699721908647792
IRL,Archery,11.355311226892665
IRL,Athletics,10.262662363151211
IRL,Boxing,10.481192135899501
IRL,Canoeing,11.573840999640955
IRL,Cycling,11.355311226892665
IRL,Judo,11.573840999640955
IRL,Modern Pentathlon,10.699721908647792
IRL,Rowing,9.60707304490634
IRL,Sailing,11.573840999640955
IRL,Shooting,10.918251681396082
IRL,Swimming,10.262662363151211
IRQ,Athletics,10.481192135899501
IRQ,Boxing,10.481192135899501
IRQ,Football,8.514424181164886
IRQ,Weightlifting,10.918251681396082
IRQ,Wrestling,10.04413259040292
ISL,Athletics,10.481192135899501
ISL,Judo,11.573840999640955
ISL,Weightlifting,11.355311226892665
ITA,Archery,11.355311226892665
ITA,Athletics,3.925298953450782
ITA,Basketball,6.766185999178561
ITA,Boxing,11.136781454144375
ITA,Canoeing,10.481192135899501
ITA,Cycling,8.732953953913176
ITA,Diving,11.792370772389246
ITA,Equestrianism,10.262662363151211
ITA,Fencing,7.640305090171724
ITA,Judo,11.792370772389246
ITA,Modern Pentathlon,11.792370772389246
ITA,Rowing,10.918251681396082
ITA,Sailing,10.699721908647792
ITA,Shooting,9.60707304490634
ITA,Swimming,5.892066908185399
ITA,Volleyball,9.38854327215805
ITA,Water Polo,9.60707304490634
ITA,Weightlifting,11.355311226892665
ITA,Wrestling,10.699721908647792
JAM,Athletics,5.455007362688817
JAM,Cycling,11.573840999640955
JOR,Shooting,10.699721908647792
KUW,Athletics,10.262662363151211
KUW,Diving,11.792370772389246
KUW,Fencing,8.077364635668305
KUW,Football,8.514424181164886
KUW,Handball,8.951483726661468
KUW,Judo,10.918251681396082
KUW,Swimming,10.918251681396082
LAO,Athletics,10.481192135899501
LAO,Boxing,10.699721908647792
LAO,Shooting,10.699721908647792
LBA,Athletics,9.82560281765463
LBA,Cycling,9.82560281765463
LBA,Swimming,10.481192135899501
LBA,Volleyball,10.04413259040292
LBA,Weightlifting,11.573840999640957
LES,Athletics,10.481192135899501
LIB,Athletics,11.355311226892665
LIB,Boxing,11.573840999640955
LIB,Cycling,11.573840999640955
LIB,Fencing,11.136781454144375
LIB,Judo,11.573840999640955
LIB,Swimming,11.355311226892665
LIB,Weightlifting,11.573840999640955
LIB,Wrestling,11.792370772389246
LUX,Archery,11.792370772389246
LUX,Athletics,11.792370772389246
LUX,Shooting,11.573840999640955
MAD,Athletics,10.699721908647792
MAD,Boxing,11.355311226892665
MAD,Judo,11.573840999640955
MAD,Swimming,10.481192135899501
MEX,Athletics,9.60707304490634
MEX,Boxing,11.136781454144375
MEX,Diving,9.82560281765463
MEX,Equestrianism,8.732953953913176
MEX,Gymnastics,10.918251681396082
MEX,Judo,11.573840999640955
MEX,Modern Pentathlon,11.573840999640955
MEX,Rowing,11.792370772389246
MEX,Shooting,11.573840999640955
MEX,Swimming,8.295894408416595
MEX,Weightlifting,11.355311226892665
MEX,Wrestling,11.573840999640955
MGL,Archery,11.136781454144375
MGL,Boxing,10.481192135899501
MGL,Cycling,10.262662363151211
MGL,Gymnastics,9.82560281765463
MGL,Judo,10.262662363151211
MGL,Shooting,11.136781454144375
MGL,Weightlifting,11.355311226892665
MGL,Wrestling,9.170013499409759
MLI,Athletics,11.355311226892665
MLI,Boxing,11.792370772389246
MLI,Judo,11.355311226892665
MLT,Archery,11.573840999640957
MLT,Cycling,10.262662363151211
MLT,Shooting,11.573840999640955
MOZ,Athletics,9.82560281765463
MOZ,Swimming,10.699721908647792
MYA,Athletics,11.792370772389246
MYA,Weightlifting,11.792370772389246
NCA,Athletics,11.573840999640955
NCA,Boxing,11.573840999640955
NCA,Swimming,11.573840999640955
NED,Archery,11.573840999640955
NED,Athletics,8.732953953913176
NED,Canoeing,9.38854327215805
NED,Cycling,10.04413259040292
NED,Judo,11.355311226892665
NED,Rowing,9.82560281765463
NED,Sailing,9.38854327215805
NED,Shooting,11.136781454144375
NED,Swimming,4.580888271695655
NED,Water Polo,9.60707304490634
NEP,Athletics,10.918251681396082
NEP,Boxing,11.355311226892665
NEP,Weightlifting,11.573840999640957
NGR,Athletics,5.892066908185399
NGR,Boxing,10.262662363151211
NGR,Football,8.295894408416595
NGR,Weightlifting,11.573840999640957
NGR,Wrestling,11.792370772389246
NZL,Canoeing,10.699721908647792
NZL,Modern Pentathlon,11.792370772389246
PER,Athletics,10.699721908647792
PER,Shooting,10.04413259040292
PER,Swimming,9.60707304490634
PER,Volleyball,9.82560281765463
PER,Wrestling,11.573840999640955
POL,Archery,11.355311226892665
POL,Basketball,9.38854327215805
POL,Boxing,9.60707304490634
POL,Canoeing,7.858834862920015
POL,Cycling,8.732953953913176
POL,Diving,11.573840999640955
POL,Equestrianism,7.421775317423432
POL,Fencing,5.236477589940527
POL,Handball,8.951483726661468
POL,Hockey,5.017947817192236
POL,Judo,10.262662363151211
POL,Modern Pentathlon,10.699721908647792
POL,Rowing,2.6141203169610385
POL,Sailing,9.38854327215805
POL,Shooting,9.38854327215805
POL,Swimming,9.38854327215805
POL,Volleyball,9.60707304490634
POL,Weightlifting,9.82560281765463
POL,Wrestling,7.640305090171724
POR,Athletics,11.355311226892665
POR,Boxing,11.792370772389246
POR,Gymnastics,10.918251681396082
POR,Judo,11.355311226892665
POR,Swimming,10.918251681396082
POR,Weightlifting,11.792370772389246
PRK,Archery,11.355311226892665
PRK,Athletics,11.355311226892665
PRK,Boxing,10.699721908647792
PRK,Judo,10.918251681396082
PRK,Shooting,9.38854327215805
PRK,Weightlifting,10.918251681396082
PRK,Wrestling,11.355311226892665
PUR,Boxing,11.355311226892665
ROU,Archery,11.136781454144375
ROU,Athletics,6.54765622643027
ROU,Boxing,9.60707304490634
ROU,Canoeing,7.858834862920015
ROU,Cycling,11.573840999640955
ROU,Diving,11.136781454144375
ROU,Equestrianism,9.82560281765463
ROU,Fencing,5.017947817192236
ROU,Handball,8.951483726661468
ROU,Judo,10.262662363151211
ROU,Modern Pentathlon,10.699721908647792
ROU,Rowing,4.799418044443945
ROU,Sailing,10.918251681396082
ROU,Shooting,10.918251681396082
ROU,Swimming,8.951483726661468
ROU,Volleyball,7.203245544675142
ROU,Water Polo,9.60707304490634
ROU,Weightlifting,9.82560281765463
ROU,Wrestling,7.640305090171724
SEN,Athletics,8.514424181164886
SEN,Basketball,9.38854327215805
SEN,Judo,10.262662363151211
SEN,Wrestling,11.355311226892665
SEY,Athletics,7.858834862920014
SEY,Boxing,11.573840999640957
SLE,Athletics,5.455007362688817
SLE,Boxing,11.573840999640955
SMR,Athletics,11.792370772389246
SMR,Cycling,11.573840999640955
SMR,Judo,11.573840999640957
SMR,Shooting,9.82560281765463
SMR,Weightlifting,11.792370772389246
SRI,Athletics,11.136781454144375
SUI,Archery,11.136781454144375
SUI,Athletics,8.295894408416595
SUI,Canoeing,10.699721908647792
SUI,Cycling,8.732953953913176
SUI,Handball,8.951483726661468
SUI,Judo,11.136781454144375
SUI,Rowing,9.82560281765463
SUI,Sailing,10.04413259040292
SUI,Swimming,10.699721908647792
SUI,Wrestling,11.792370772389246
SWE,Archery,11.355311226892665
SWE,Athletics,7.421775317423432
SWE,Basketball,9.38854327215805
SWE,Boxing,10.699721908647792
SWE,Canoeing,7.858834862920015
SWE,Cycling,10.262662363151211
SWE,Diving,11.355311226892665
SWE,Fencing,10.04413259040292
SWE,Gymnastics,10.918251681396082
SWE,Judo,11.136781454144375
SWE,Modern Pentathlon,10.699721908647792
SWE,Rowing,10.481192135899501
SWE,Sailing,9.82560281765463
SWE,Shooting,9.60707304490634
SWE,Swimming,0.8658821349747132
SWE,Water Polo,9.60707304490634
SWE,Weightlifting,10.699721908647792
SWE,Wrestling,10.04413259040292
SYR,Athletics,8.732953953913176
SYR,Boxing,10.262662363151211
SYR,Football,8.732953953913178
SYR,Judo,10.481192135899501
SYR,Shooting,11.136781454144375
SYR,Weightlifting,11.136781454144375
SYR,Wrestling,8.077364635668305
TAN,Athletics,6.984715771926853
TAN,Boxing,10.04413259040292
TAN,Hockey,8.514424181164886
TCH,Archery,11.355311226892665
TCH,Athletics,5.892066908185399
TCH,Basketball,9.38854327215805
TCH,Boxing,11.355311226892665
TCH,Canoeing,8.732953953913176
TCH,Cycling,8.732953953913176
TCH,Diving,11.573840999640955
TCH,Fencing,9.60707304490634
TCH,Football,8.514424181164886
TCH,Handball,9.170013499409759
TCH,Hockey,8.514424181164886
TCH,Judo,10.918251681396082
TCH,Modern Pentathlon,10.699721908647792
TCH,Rowing,6.32912645368198
TCH,Sailing,11.355311226892665
TCH,Shooting,9.38854327215805
TCH,Swimming,8.295894408416595
TCH,Volleyball,9.38854327215805
TCH,Weightlifting,9.82560281765463
TCH,Wrestling,10.262662363151211
TTO,Athletics,8.732953953913176
UGA,Athletics,10.04413259040292
UGA,Boxing,10.481192135899501
URS,Archery,11.136781454144376
URS,Basketball,6.766185999178561
URS,Boxing,9.60707304490634
URS,Canoeing,7.8588348629200135
URS,Cycling,8.514424181164886
URS,Diving,9.38854327215805
URS,Equestrianism,7.4217753174234335
URS,Fencing,5.017947817192236
URS,Football,8.295894408416595
URS,Handball,6.110596680933688
URS,Hockey,5.017947817192237
URS,Judo,10.262662363151211
URS,Modern Pentathlon,10.699721908647792
URS,Sailing,9.38854327215805
URS,Shooting,8.951483726661468
URS,Volleyball,6.984715771926851
URS,Water Polo,9.60707304490634
URS,Weightlifting,9.82560281765463
URS,Wrestling,7.640305090171724
VEN,Athletics,11.792370772389246
VEN,Boxing,10.04413259040292
VEN,Cycling,10.262662363151211
VEN,Football,8.514424181164886
VEN,Shooting,11.573840999640955
VEN,Swimming,10.699721908647792
VEN,Weightlifting,11.792370772389246
VIE,Athletics,10.262662363151211
VIE,Shooting,10.262662363151211
VIE,Swimming,8.295894408416594
VIE,Wrestling,10.918251681396082
YUG,Archery,11.792370772389246
YUG,Athletics,8.295894408416595
YUG,Basketball,6.766185999178561
YUG,Boxing,10.04413259040292
YUG,Canoeing,10.699721908647792
YUG,Cycling,10.262662363151211
YUG,Football,8.295894408416595
YUG,Handball,5.892066908185399
YUG,Judo,10.699721908647792
YUG,Rowing,8.951483726661468
YUG,Sailing,11.355311226892665
YUG,Shooting,10.918251681396082
YUG,Swimming,10.481192135899501
